date,  value, value2 ,  ago, thaz
10/06/2024,88.5000, ,88.5000,1816.70
09/06/2024,81.7000, ,81.7000,2570.06
06/06/2024,90.7000, ,90.7000,4975.87
05/06/2024,95.0000, ,95.0000,3020.48
04/06/2024,96.6000, ,96.6000,4299.38
03/06/2024,99.7000, ,99.7000,3041.73
02/06/2024,108.1000, ,108.1000,4454.62
30/05/2024,116.5000, ,116.5000,2360.15
29/05/2024,112.9000, ,112.9000,2641.27
28/05/2024,117.1000, ,117.1000,6733.78
27/05/2024,126.0000, ,126.0000,14218.36
26/05/2024,134.4000, ,134.4000,5587.20
23/05/2024,120.2000, ,120.2000,4406.48
22/05/2024,111.8000, ,111.8000,2906.56
21/05/2024,108.0000, ,108.0000,1393.38
20/05/2024,110.0000, ,110.0000,4605.77
19/05/2024,105.3000, ,105.3000,1829.14
16/05/2024,103.1000, ,103.1000,1500.37
15/05/2024,106.6000, ,106.6000,1631.68
12/05/2024,109.3000, ,109.3000,1080.14
09/05/2024,106.0000, ,106.0000,2978.36
08/05/2024,107.9000, ,107.9000,3910.42
07/05/2024,116.1000, ,116.1000,3189.15
06/05/2024,118.0000, ,118.0000,4776.74
05/05/2024,105.9000, ,105.9000,2057.35
02/05/2024,108.0000, ,108.0000,2629.67
01/05/2024,104.1000, ,104.1000,4509.60
30/04/2024,98.6000, ,98.6000,2056.93
25/04/2024,93.0000, ,93.0000,689.32
24/04/2024,89.9000, ,89.9000,2125.58
21/04/2024,93.0000, ,93.0000,1918.20
18/04/2024,86.7000, ,86.7000,4429.12
17/04/2024,81.8000, ,81.8000,2502.20
16/04/2024,85.4000, ,85.4000,1903.82
15/04/2024,82.3000, ,82.3000,2098.09
14/04/2024,76.9000, ,76.9000,819.67
11/04/2024,72.5000, ,72.5000,1075.20
10/04/2024,76.8000, ,76.8000,349.59
09/04/2024,79.0000, ,79.0000,346.78
08/04/2024,80.4000, ,80.4000,1223.50
07/04/2024,83.1000, ,83.1000,1206.92
04/04/2024,78.3000, ,78.3000,1242.20
03/04/2024,81.1000, ,81.1000,839.54
02/04/2024,82.0000, ,82.0000,3578.13
01/04/2024,82.0000, ,82.0000,3884.29
31/03/2024,76.1000, ,76.1000,1395.56
28/03/2024,74.7000, ,74.7000,521.16
27/03/2024,75.8000, ,75.8000,428.95
26/03/2024,73.9000, ,73.9000,477.82
25/03/2024,76.7000, ,76.7000,319.49
21/03/2024,77.2000, ,77.2000,804.58
20/03/2024,75.6000, ,75.6000,1845.25
19/03/2024,71.0000, ,71.0000,479.73
18/03/2024,72.1000, ,72.1000,522.93
17/03/2024,71.8000, ,71.8000,580.39
14/03/2024,69.0000, ,69.0000,2213.81
13/03/2024,71.7000, ,71.7000,5044.67
12/03/2024,62.1000, ,62.1000,495.00
11/03/2024,61.5000, ,61.5000,271.57
10/03/2024,62.6000, ,62.6000,428.40
07/03/2024,61.3000, ,61.3000,166.59
06/03/2024,61.6000, ,61.6000,342.32
05/03/2024,61.9000, ,61.9000,491.69
04/03/2024,62.3000, ,62.3000,234.75
03/03/2024,64.1000, ,64.1000,311.37
29/02/2024,63.6000, ,63.6000,2259.40
28/02/2024,60.0000, ,60.0000,416.60
26/02/2024,60.9000, ,60.9000,259.00
25/02/2024,61.8000, ,61.8000,20.57
22/02/2024,62.7000, ,62.7000,95.98
21/02/2024,63.1000, ,63.1000,257.83
20/02/2024,61.3000, ,61.3000,405.15
19/02/2024,62.5000, ,62.5000,592.92
18/02/2024,63.2000, ,63.2000,279.26
15/02/2024,65.1000, ,65.1000,371.76
14/02/2024,62.5000, ,62.5000,230.30
13/02/2024,62.4000, ,62.4000,180.60
12/02/2024,63.8000, ,63.8000,276.45
11/02/2024,64.0000, ,64.0000,399.12
08/02/2024,62.7000, ,62.7000,263.04
07/02/2024,63.8000, ,63.8000,536.86
06/02/2024,65.2000, ,65.2000,227.72
05/02/2024,65.9000, ,65.9000,339.40
04/02/2024,67.5000, ,67.5000,260.81
01/02/2024,66.6000, ,66.6000,637.69
31/01/2024,65.7000, ,65.7000,1594.15
30/01/2024,70.4000, ,70.4000,664.55
29/01/2024,72.3000, ,72.3000,877.86
28/01/2024,72.0000, ,72.0000,737.75
25/01/2024,72.8000, ,72.8000,540.77
24/01/2024,71.2000, ,71.2000,1615.27
23/01/2024,74.0000, ,74.0000,1011.71
22/01/2024,78.9000, ,78.9000,2185.30
21/01/2024,79.5000, ,79.5000,1880.29
18/01/2024,75.0000, ,75.0000,3143.16
17/01/2024,82.5000, ,82.5000,3146.88
16/01/2024,79.8000, ,79.8000,3464.11
15/01/2024,79.0000, ,79.0000,4101.92
14/01/2024,72.6000, ,72.6000,1574.25
11/01/2024,67.3000, ,67.3000,1786.68
10/01/2024,69.9000, ,69.9000,2237.79
09/01/2024,73.0000, ,73.0000,5377.14
08/01/2024,62.9000, ,62.9000,472.43
07/01/2024,63.1000, ,63.1000,240.40
04/01/2024,61.8000, ,61.8000,544.78
03/01/2024,61.7000, ,61.7000,1302.18
02/01/2024,64.7000, ,64.7000,2729.06
01/01/2024,67.4000, ,67.4000,3761.67
31/12/2023,59.4000, ,59.4000,576.40
28/12/2023,59.5000, ,59.5000,744.51
27/12/2023,60.5000, ,60.5000,326.91
26/12/2023,60.3000, ,60.3000,345.63
25/12/2023,61.8000, ,61.8000,520.20
24/12/2023,61.1000, ,61.1000,373.88
21/12/2023,61.5000, ,61.5000,2460.38
20/12/2023,61.9000, ,61.9000,897.19
19/12/2023,59.8000, ,59.8000,744.95
18/12/2023,58.7000, ,58.7000,429.01
17/12/2023,59.6000, ,59.6000,342.59
14/12/2023,59.7000, ,59.7000,1408.66
13/12/2023,58.8000, ,58.8000,336.86
12/12/2023,60.1000, ,60.1000,376.77
11/12/2023,62.1000, ,62.1000,651.25
10/12/2023,61.1000, ,61.1000,192.77
07/12/2023,61.2000, ,61.2000,445.02
06/12/2023,62.6000, ,62.6000,613.73
05/12/2023,64.7000, ,64.7000,456.72
04/12/2023,65.5000, ,65.5000,1125.96
03/12/2023,67.3000, ,67.3000,1511.82
30/11/2023,63.7000, ,63.7000,970.21
29/11/2023,62.4000, ,62.4000,419.72
28/11/2023,64.5000, ,64.5000,839.27
27/11/2023,62.7000, ,62.7000,1002.92
26/11/2023,61.3000, ,61.3000,585.85
23/11/2023,62.6000, ,62.6000,637.97
22/11/2023,64.9000, ,64.9000,2225.39
21/11/2023,69.8000, ,69.8000,5217.43
20/11/2023,63.8000, ,63.8000,557.09
19/11/2023,62.3000, ,62.3000,588.53
16/11/2023,63.0000, ,63.0000,1601.36
15/11/2023,64.7000, ,64.7000,1976.75
14/11/2023,68.8000, ,68.8000,2131.76
13/11/2023,70.6000, ,70.6000,7770.51
12/11/2023,71.0000, ,71.0000,7480.31
09/11/2023,59.1000, ,59.1000,4071.22
08/11/2023,60.1000, ,60.1000,4869.23
07/11/2023,69.0000, ,69.0000,1518.44
06/11/2023,73.8000, ,73.8000,1506.74
05/11/2023,73.6000, ,73.6000,2688.89
02/11/2023,72.7000, ,72.7000,3212.16
01/11/2023,82.1000, ,82.1000,2270.97
31/10/2023,84.3000, ,84.3000,5882.44
30/10/2023,83.0000, ,83.0000,5830.80
29/10/2023,93.6000, ,93.6000,10566.54
26/10/2023,90.0000, ,90.0000,16448.72
25/10/2023,115.7000, ,115.7000,16964.52
24/10/2023,110.0000, ,110.0000,8872.75
23/10/2023,86.3000, ,86.3000,9331.90
22/10/2023,76.5000, ,76.5000,3357.03
19/10/2023,76.0000, ,76.0000,7963.34
18/10/2023,85.9000, ,85.9000,8233.54
17/10/2023,69.0000, ,69.0000,7725.15
16/10/2023,58.3000, ,58.3000,4045.28
15/10/2023,49.9000, ,49.9000,1363.51
12/10/2023,41.8000, ,41.8000,1279.25
11/10/2023,46.1000, ,46.1000,1838.53
10/10/2023,37.0000, ,37.0000,105.52
09/10/2023,34.9000, ,34.9000,61.76
08/10/2023,34.3000, ,34.3000,211.02
05/10/2023,38.2000, ,38.2000,65.82
04/10/2023,38.4000, ,38.4000,309.83
03/10/2023,39.1000, ,39.1000,870.91
02/10/2023,41.3000, ,41.3000,2631.51
01/10/2023,30.6000, ,30.6000,10.73
28/09/2023,30.9000, ,30.9000,3.91
27/09/2023,30.7000, ,30.7000,2.84
26/09/2023,30.6000, ,30.6000,12.12
21/09/2023,30.3000, ,30.3000,22.61
20/09/2023,31.1000, ,31.1000,3.00
19/09/2023,30.6000, ,30.6000,19.28
18/09/2023,31.3000, ,31.3000,11.35
14/09/2023,31.3000, ,31.3000,24.82
13/09/2023,31.9000, ,31.9000,22.26
12/09/2023,32.5000, ,32.5000,52.59
11/09/2023,34.5000, ,34.5000,34.85
10/09/2023,34.5000, ,34.5000,2.68
07/09/2023,34.8000, ,34.8000,7.38
06/09/2023,35.5000, ,35.5000,83.33
05/09/2023,34.9000, ,34.9000,92.41
04/09/2023,33.0000, ,33.0000,47.97
03/09/2023,34.0000, ,34.0000,0.25
31/08/2023,34.2000, ,34.2000,0.74
30/08/2023,34.0000, ,34.0000,43.93
29/08/2023,33.4000, ,33.4000,92.24
28/08/2023,32.6000, ,32.6000,193.31
27/08/2023,31.2000, ,31.2000,64.13
24/08/2023,30.0000, ,30.0000,77.27
23/08/2023,30.8000, ,30.8000,42.61
22/08/2023,30.9000, ,30.9000,30.32
21/08/2023,31.0000, ,31.0000,87.95
20/08/2023,31.8000, ,31.8000,4.28
17/08/2023,32.4000, ,32.4000,32.15
16/08/2023,32.5000, ,32.5000,58.72
15/08/2023,33.5000, ,33.5000,1.94
14/08/2023,33.3000, ,33.3000,27.70
13/08/2023,33.2000, ,33.2000,14.08
10/08/2023,33.5000, ,33.5000,22.89
09/08/2023,33.9000, ,33.9000,59.88
08/08/2023,34.0000, ,34.0000,17.96
07/08/2023,33.6000, ,33.6000,45.24
06/08/2023,34.4000, ,34.4000,9.16
03/08/2023,34.1000, ,34.1000,5.76
02/08/2023,32.9000, ,32.9000,49.79
01/08/2023,33.9000, ,33.9000,25.68
31/07/2023,34.3000, ,34.3000,55.41
30/07/2023,33.7000, ,33.7000,25.65
26/07/2023,33.5000, ,33.5000,60.78
25/07/2023,33.3000, ,33.3000,72.60
24/07/2023,34.7000, ,34.7000,184.44
23/07/2023,36.6000, ,36.6000,103.12
20/07/2023,36.3000, ,36.3000,189.32
19/07/2023,37.3000, ,37.3000,804.80
18/07/2023,37.1000, ,37.1000,659.28
17/07/2023,33.2000, ,33.2000,139.40
16/07/2023,33.4000, ,33.4000,26.00
13/07/2023,33.2000, ,33.2000,21.83
12/07/2023,32.9000, ,32.9000,80.01
11/07/2023,33.6000, ,33.6000,14.26
10/07/2023,33.1000, ,33.1000,65.57
09/07/2023,32.7000, ,32.7000,63.48
06/07/2023,33.4000, ,33.4000,418.62
05/07/2023,35.9000, ,35.9000,575.52
04/07/2023,38.3000, ,38.3000,141.36
03/07/2023,37.3000, ,37.3000,130.76
02/07/2023,37.0000, ,37.0000,63.34
29/06/2023,37.3000, ,37.3000,84.61
28/06/2023,37.0000, ,37.0000,76.41
27/06/2023,36.9000, ,36.9000,7.08
26/06/2023,37.7000, ,37.7000,176.73
25/06/2023,36.0000, ,36.0000,13.19
22/06/2023,36.5000, ,36.5000,18.00
21/06/2023,37.9000, ,37.9000,36.27
20/06/2023,38.3000, ,38.3000,86.59
19/06/2023,38.1000, ,38.1000,55.46
18/06/2023,39.8000, ,39.8000,85.00
15/06/2023,38.7000, ,38.7000,141.50
14/06/2023,37.8000, ,37.8000,86.41
13/06/2023,39.1000, ,39.1000,228.07
12/06/2023,41.2000, ,41.2000,542.57
11/06/2023,37.7000, ,37.7000,252.66
08/06/2023,33.6000, ,33.6000,11.08
07/06/2023,33.8000, ,33.8000,48.61
06/06/2023,32.6000, ,32.6000,75.96
05/06/2023,32.9000, ,32.9000,122.35
04/06/2023,33.6000, ,33.6000,35.00
01/06/2023,33.9000, ,33.9000,34.91
31/05/2023,33.8000, ,33.8000,79.92
30/05/2023,35.3000, ,35.3000,14.13
29/05/2023,36.2000, ,36.2000,177.68
28/05/2023,34.2000, ,34.2000,39.99
24/05/2023,34.7000, ,34.7000,121.57
23/05/2023,34.8000, ,34.8000,171.24
22/05/2023,35.6000, ,35.6000,363.74
21/05/2023,37.8000, ,37.8000,90.35
18/05/2023,38.9000, ,38.9000,21.61
17/05/2023,40.4000, ,40.4000,27.52
16/05/2023,39.3000, ,39.3000,6.90
15/05/2023,39.4000, ,39.4000,16.83
14/05/2023,39.5000, ,39.5000,13.69
11/05/2023,40.3000, ,40.3000,119.79
10/05/2023,38.9000, ,38.9000,46.64
09/05/2023,39.5000, ,39.5000,12.19
08/05/2023,39.7000, ,39.7000,71.46
07/05/2023,40.0000, ,40.0000,95.93
04/05/2023,40.2000, ,40.2000,16.84
03/05/2023,40.6000, ,40.6000,12.22
02/05/2023,40.6000, ,40.6000,56.47
01/05/2023,41.2000, ,41.2000,10.02
30/04/2023,41.1000, ,41.1000,21.62
27/04/2023,40.9000, ,40.9000,42.04
24/04/2023,42.8000, ,42.8000,77.03
23/04/2023,40.6000, ,40.6000,34.27
20/04/2023,41.0000, ,41.0000,58.30
19/04/2023,42.4000, ,42.4000,7.05
18/04/2023,42.1000, ,42.1000,9.98
17/04/2023,43.1000, ,43.1000,30.93
16/04/2023,43.7000, ,43.7000,42.64
13/04/2023,43.4000, ,43.4000,18.08
10/04/2023,43.4000, ,43.4000,0.18
09/04/2023,43.4000, ,43.4000,1.58
04/04/2023,42.4000, ,42.4000,4.72
03/04/2023,42.4000, ,42.4000,21.87
02/04/2023,43.3000, ,43.3000,95.67
30/03/2023,44.5000, ,44.5000,8.72
29/03/2023,43.8000, ,43.8000,83.31
28/03/2023,44.8000, ,44.8000,25.57
27/03/2023,43.6000, ,43.6000,54.35
26/03/2023,42.9000, ,42.9000,1.15
23/03/2023,42.8000, ,42.8000,4.99
22/03/2023,44.1000, ,44.1000,26.08
21/03/2023,43.8000, ,43.8000,1.27
20/03/2023,43.9000, ,43.9000,16.31
19/03/2023,42.3000, ,42.3000,18.81
16/03/2023,42.1000, ,42.1000,23.85
15/03/2023,42.9000, ,42.9000,79.89
14/03/2023,43.2000, ,43.2000,83.37
13/03/2023,43.5000, ,43.5000,141.41
12/03/2023,44.9000, ,44.9000,121.71
09/03/2023,47.1000, ,47.1000,20.19
08/03/2023,46.1000, ,46.1000,49.50
06/03/2023,46.8000, ,46.8000,33.92
05/03/2023,47.5000, ,47.5000,119.01
02/03/2023,48.0000, ,48.0000,3.83
01/03/2023,47.5000, ,47.5000,47.27
28/02/2023,45.8000, ,45.8000,95.76
27/02/2023,46.1000, ,46.1000,90.28
26/02/2023,46.2000, ,46.2000,322.97
23/02/2023,48.6000, ,48.6000,117.34
22/02/2023,50.4000, ,50.4000,225.63
21/02/2023,51.6000, ,51.6000,364.53
20/02/2023,56.3000, ,56.3000,1050.72
19/02/2023,48.7000, ,48.7000,24.22
16/02/2023,48.5000, ,48.5000,47.41
15/02/2023,48.1000, ,48.1000,23.57
14/02/2023,47.9000, ,47.9000,74.43
13/02/2023,49.2000, ,49.2000,150.63
12/02/2023,47.9000, ,47.9000,118.81
09/02/2023,49.1000, ,49.1000,58.13
08/02/2023,48.8000, ,48.8000,42.23
07/02/2023,49.5000, ,49.5000,46.98
06/02/2023,49.4000, ,49.4000,40.49
05/02/2023,49.8000, ,49.8000,48.55
02/02/2023,51.1000, ,51.1000,100.94
01/02/2023,49.4000, ,49.4000,93.24
31/01/2023,49.8000, ,49.8000,88.79
30/01/2023,49.0000, ,49.0000,100.92
29/01/2023,48.6000, ,48.6000,914.40
26/01/2023,47.6000, ,47.6000,308.63
25/01/2023,51.0000, ,51.0000,155.18
24/01/2023,51.6000, ,51.6000,340.93
23/01/2023,52.3000, ,52.3000,80.62
22/01/2023,53.2000, ,53.2000,189.35
19/01/2023,54.2000, ,54.2000,314.27
18/01/2023,58.3000, ,58.3000,271.48
17/01/2023,59.4000, ,59.4000,747.18
16/01/2023,59.1000, ,59.1000,163.18
15/01/2023,59.9000, ,59.9000,935.86
12/01/2023,55.9000, ,55.9000,246.88
11/01/2023,55.6000, ,55.6000,127.52
10/01/2023,55.8000, ,55.8000,478.90
09/01/2023,57.8000, ,57.8000,908.69
08/01/2023,58.7000, ,58.7000,1157.45
05/01/2023,54.4000, ,54.4000,1167.44
04/01/2023,57.2000, ,57.2000,2251.26
03/01/2023,51.4000, ,51.4000,831.42
02/01/2023,47.6000, ,47.6000,189.77
01/01/2023,47.7000, ,47.7000,793.57
29/12/2022,44.9000, ,44.9000,827.13
28/12/2022,41.7000, ,41.7000,310.26
27/12/2022,42.9000, ,42.9000,219.97
26/12/2022,43.0000, ,43.0000,347.85
25/12/2022,45.2000, ,45.2000,114.67
22/12/2022,46.5000, ,46.5000,190.73
21/12/2022,50.4000, ,50.4000,265.27
20/12/2022,44.8000, ,44.8000,251.92
19/12/2022,46.2000, ,46.2000,140.06
18/12/2022,46.8000, ,46.8000,111.46
15/12/2022,48.2000, ,48.2000,323.95
14/12/2022,50.6000, ,50.6000,130.65
13/12/2022,52.6000, ,52.6000,164.54
12/12/2022,52.0000, ,52.0000,95.72
11/12/2022,52.4000, ,52.4000,90.03
08/12/2022,52.6000, ,52.6000,280.70
07/12/2022,54.1000, ,54.1000,635.79
06/12/2022,59.1000, ,59.1000,607.24
05/12/2022,63.0000, ,63.0000,2972.43
04/12/2022,60.7000, ,60.7000,2417.28
01/12/2022,52.5000, ,52.5000,158.20
30/11/2022,51.0000, ,51.0000,10.02
29/11/2022,51.2000, ,51.2000,46.72
28/11/2022,51.7000, ,51.7000,130.94
27/11/2022,53.2000, ,53.2000,345.20
24/11/2022,52.4000, ,52.4000,0.02
23/11/2022,52.4000, ,52.4000,3.59
22/11/2022,52.2000, ,52.2000,58.41
21/11/2022,52.1000, ,52.1000,45.97
20/11/2022,51.6000, ,51.6000,115.86
17/11/2022,49.6000, ,49.6000,129.80
16/11/2022,51.3000, ,51.3000,23.33
15/11/2022,50.9000, ,50.9000,121.23
14/11/2022,50.5000, ,50.5000,59.93
13/11/2022,52.4000, ,52.4000,146.97
10/11/2022,53.7000, ,53.7000,216.65
09/11/2022,50.0000, ,50.0000,134.88
08/11/2022,52.2000, ,52.2000,40.47
07/11/2022,53.7000, ,53.7000,27.38
06/11/2022,53.9000, ,53.9000,28.77
03/11/2022,53.3000, ,53.3000,130.07
02/11/2022,55.7000, ,55.7000,114.91
31/10/2022,54.5000, ,54.5000,193.00
30/10/2022,54.0000, ,54.0000,130.40
27/10/2022,52.8000, ,52.8000,89.27
26/10/2022,54.0000, ,54.0000,55.07
25/10/2022,54.5000, ,54.5000,89.48
24/10/2022,56.0000, ,56.0000,65.42
23/10/2022,56.9000, ,56.9000,126.03
20/10/2022,56.3000, ,56.3000,318.59
19/10/2022,57.4000, ,57.4000,1382.19
18/10/2022,63.1000, ,63.1000,2026.21
13/10/2022,51.2000, ,51.2000,476.06
12/10/2022,50.7000, ,50.7000,180.19
11/10/2022,50.1000, ,50.1000,43.52
06/10/2022,50.9000, ,50.9000,495.24
03/10/2022,50.2000, ,50.2000,330.43
02/10/2022,51.2000, ,51.2000,65.84
29/09/2022,51.5000, ,51.5000,90.06
28/09/2022,51.7000, ,51.7000,179.13
22/09/2022,54.3000, ,54.3000,131.65
21/09/2022,56.2000, ,56.2000,77.64
20/09/2022,57.7000, ,57.7000,311.60
19/09/2022,59.6000, ,59.6000,933.09
18/09/2022,56.6000, ,56.6000,134.61
15/09/2022,57.4000, ,57.4000,72.47
14/09/2022,58.2000, ,58.2000,546.60
13/09/2022,60.6000, ,60.6000,357.07
12/09/2022,63.5000, ,63.5000,170.97
11/09/2022,63.3000, ,63.3000,150.45
08/09/2022,62.8000, ,62.8000,406.77
07/09/2022,64.7000, ,64.7000,584.43
06/09/2022,67.3000, ,67.3000,111.42
05/09/2022,66.8000, ,66.8000,327.46
04/09/2022,66.3000, ,66.3000,72.52
01/09/2022,66.6000, ,66.6000,242.03
31/08/2022,70.4000, ,70.4000,654.03
30/08/2022,73.7000, ,73.7000,428.28
29/08/2022,77.6000, ,77.6000,227.63
28/08/2022,79.1000, ,79.1000,611.06
25/08/2022,85.2000, ,85.2000,404.10
24/08/2022,91.0000, ,91.0000,478.27
23/08/2022,86.4000, ,86.4000,948.32
22/08/2022,90.1000, ,90.1000,2506.41
21/08/2022,81.5000, ,81.5000,616.30
18/08/2022,76.7000, ,76.7000,1322.17
17/08/2022,81.5000, ,81.5000,5070.16
16/08/2022,75.5000, ,75.5000,1534.70
15/08/2022,67.0000, ,67.0000,525.01
14/08/2022,65.1000, ,65.1000,381.97
11/08/2022,62.4000, ,62.4000,289.04
10/08/2022,62.7000, ,62.7000,382.08
09/08/2022,66.0000, ,66.0000,1297.61
08/08/2022,66.1000, ,66.1000,1506.49
04/08/2022,57.5000, ,57.5000,59.10
03/08/2022,57.6000, ,57.6000,117.51
02/08/2022,57.3000, ,57.3000,57.77
01/08/2022,56.6000, ,56.6000,115.47
31/07/2022,57.9000, ,57.9000,229.98
28/07/2022,56.8000, ,56.8000,182.63
27/07/2022,57.8000, ,57.8000,79.90
26/07/2022,58.4000, ,58.4000,44.91
25/07/2022,58.7000, ,58.7000,86.65
24/07/2022,58.0000, ,58.0000,66.37
21/07/2022,58.1000, ,58.1000,172.01
20/07/2022,60.2000, ,60.2000,64.82
19/07/2022,59.9000, ,59.9000,38.96
18/07/2022,60.7000, ,60.7000,25.15
17/07/2022,60.5000, ,60.5000,113.05
14/07/2022,59.1000, ,59.1000,178.79
13/07/2022,61.0000, ,61.0000,149.12
12/07/2022,61.2000, ,61.2000,66.07
11/07/2022,61.4000, ,61.4000,120.00
10/07/2022,61.0000, ,61.0000,136.51
07/07/2022,58.9000, ,58.9000,248.98
06/07/2022,61.6000, ,61.6000,90.52
05/07/2022,63.1000, ,63.1000,99.15
04/07/2022,62.9000, ,62.9000,47.50
03/07/2022,64.1000, ,64.1000,51.89
30/06/2022,62.8000, ,62.8000,343.24
29/06/2022,68.3000, ,68.3000,256.39
28/06/2022,70.0000, ,70.0000,714.96
27/06/2022,61.9000, ,61.9000,212.27
26/06/2022,64.2000, ,64.2000,460.78
23/06/2022,58.3000, ,58.3000,87.28
22/06/2022,58.3000, ,58.3000,150.94
21/06/2022,59.1000, ,59.1000,506.21
20/06/2022,61.5000, ,61.5000,46.46
19/06/2022,61.0000, ,61.0000,40.16
16/06/2022,60.0000, ,60.0000,127.79
15/06/2022,61.3000, ,61.3000,76.56
14/06/2022,61.7000, ,61.7000,203.25
13/06/2022,61.6000, ,61.6000,147.41
12/06/2022,63.7000, ,63.7000,219.20
09/06/2022,67.6000, ,67.6000,53.73
08/06/2022,67.7000, ,67.7000,70.85
07/06/2022,68.0000, ,68.0000,80.31
06/06/2022,68.2000, ,68.2000,59.50
02/06/2022,69.0000, ,69.0000,252.05
01/06/2022,69.3000, ,69.3000,160.07
31/05/2022,69.4000, ,69.4000,70.99
30/05/2022,70.5000, ,70.5000,146.10
29/05/2022,69.0000, ,69.0000,159.18
26/05/2022,67.5000, ,67.5000,149.88
25/05/2022,65.1000, ,65.1000,254.45
24/05/2022,69.0000, ,69.0000,181.70
