date,  value, value2 ,  ago, thaz
23/05/2022,70.4000, ,70.4000,318.71
22/05/2022,72.0000, ,72.0000,346.79
19/05/2022,71.3000, ,71.3000,447.30
18/05/2022,74.0000, ,74.0000,686.73
17/05/2022,75.3000, ,75.3000,1971.15
16/05/2022,71.9000, ,71.9000,431.09
15/05/2022,73.9000, ,73.9000,655.43
12/05/2022,71.5000, ,71.5000,715.07
11/05/2022,75.0000, ,75.0000,526.10
10/05/2022,73.0000, ,73.0000,502.66
09/05/2022,76.2000, ,76.2000,766.22
08/05/2022,82.0000, ,82.0000,383.27
03/05/2022,87.4000, ,87.4000,470.61
02/05/2022,86.5000, ,86.5000,875.30
01/05/2022,90.2000, ,90.2000,376.60
28/04/2022,94.6000, ,94.6000,299.55
27/04/2022,94.3000, ,94.3000,351.17
26/04/2022,100.3000, ,100.3000,642.27
25/04/2022,98.4000, ,98.4000,681.16
24/04/2022,103.8000, ,103.8000,443.70
20/04/2022,107.6000, ,107.6000,258.77
19/04/2022,109.1000, ,109.1000,142.84
18/04/2022,106.5000, ,106.5000,764.39
17/04/2022,110.7000, ,110.7000,568.88
14/04/2022,112.6000, ,112.6000,1127.67
13/04/2022,108.9000, ,108.9000,590.23
12/04/2022,104.6000, ,104.6000,345.60
11/04/2022,106.4000, ,106.4000,736.96
10/04/2022,107.6000, ,107.6000,884.34
07/04/2022,113.7000, ,113.7000,958.18
06/04/2022,112.9000, ,112.9000,1333.67
05/04/2022,121.4000, ,121.4000,2201.32
04/04/2022,126.4000, ,126.4000,6533.74
03/04/2022,118.5000, ,118.5000,6987.97
31/03/2022,105.0000, ,105.0000,7540.07
30/03/2022,91.1000, ,91.1000,1046.22
29/03/2022,89.2000, ,89.2000,456.33
28/03/2022,87.8000, ,87.8000,434.77
27/03/2022,89.9000, ,89.9000,174.40
24/03/2022,90.3000, ,90.3000,325.20
23/03/2022,92.6000, ,92.6000,74.49
22/03/2022,93.5000, ,93.5000,169.70
21/03/2022,92.7000, ,92.7000,220.82
20/03/2022,92.1000, ,92.1000,452.43
16/03/2022,90.9000, ,90.9000,2083.95
15/03/2022,91.1000, ,91.1000,101.63
14/03/2022,89.9000, ,89.9000,126.41
13/03/2022,90.1000, ,90.1000,54.84
10/03/2022,92.9000, ,92.9000,49.97
09/03/2022,94.2000, ,94.2000,179.82
08/03/2022,91.1000, ,91.1000,340.84
07/03/2022,94.9000, ,94.9000,321.94
06/03/2022,98.9000, ,98.9000,210.01
03/03/2022,100.4000, ,100.4000,267.36
02/03/2022,102.5000, ,102.5000,837.82
01/03/2022,104.1000, ,104.1000,1144.41
28/02/2022,102.3000, ,102.3000,938.99
27/02/2022,93.1000, ,93.1000,101.85
24/02/2022,88.6000, ,88.6000,481.32
23/02/2022,92.3000, ,92.3000,150.71
22/02/2022,93.8000, ,93.8000,198.25
21/02/2022,93.8000, ,93.8000,521.88
20/02/2022,91.0000, ,91.0000,234.22
17/02/2022,93.8000, ,93.8000,1145.87
16/02/2022,100.0000, ,100.0000,1964.11
15/02/2022,97.8000, ,97.8000,1475.77
14/02/2022,87.6000, ,87.6000,696.44
13/02/2022,89.5000, ,89.5000,654.51
10/02/2022,94.3000, ,94.3000,1117.02
09/02/2022,93.7000, ,93.7000,2481.69
08/02/2022,97.1000, ,97.1000,6253.44
07/02/2022,111.5000, ,111.5000,1506.15
06/02/2022,104.0000, ,104.0000,3174.17
03/02/2022,104.0000, ,104.0000,2050.02
02/02/2022,114.0000, ,114.0000,984.42
01/02/2022,114.8000, ,114.8000,377.27
31/01/2022,114.6000, ,114.6000,1063.83
30/01/2022,113.7000, ,113.7000,83.55
27/01/2022,114.5000, ,114.5000,1017.01
26/01/2022,115.3000, ,115.3000,293.08
25/01/2022,113.4000, ,113.4000,423.82
24/01/2022,111.9000, ,111.9000,810.26
23/01/2022,117.9000, ,117.9000,468.22
20/01/2022,119.1000, ,119.1000,680.27
19/01/2022,121.5000, ,121.5000,660.15
18/01/2022,124.8000, ,124.8000,2327.76
17/01/2022,131.8000, ,131.8000,3269.72
16/01/2022,121.1000, ,121.1000,371.32
13/01/2022,126.2000, ,126.2000,1110.04
12/01/2022,124.3000, ,124.3000,843.12
11/01/2022,118.5000, ,118.5000,244.11
10/01/2022,116.3000, ,116.3000,1075.94
09/01/2022,124.2000, ,124.2000,348.53
06/01/2022,127.7000, ,127.7000,613.91
05/01/2022,134.1000, ,134.1000,823.22
04/01/2022,136.5000, ,136.5000,1754.50
03/01/2022,134.2000, ,134.2000,3494.75
02/01/2022,139.6000, ,139.6000,2989.77
30/12/2021,125.0000, ,125.0000,2637.85
29/12/2021,117.8000, ,117.8000,1952.43
28/12/2021,116.6000, ,116.6000,1212.18
27/12/2021,117.4000, ,117.4000,1736.76
26/12/2021,123.6000, ,123.6000,808.12
23/12/2021,121.7000, ,121.7000,745.92
22/12/2021,119.8000, ,119.8000,2120.10
21/12/2021,116.6000, ,116.6000,1737.60
20/12/2021,120.9000, ,120.9000,694.93
19/12/2021,127.1000, ,127.1000,452.59
16/12/2021,130.3000, ,130.3000,1761.80
15/12/2021,132.3000, ,132.3000,667.94
14/12/2021,136.8000, ,136.8000,560.03
13/12/2021,142.3000, ,142.3000,164.82
12/12/2021,144.7000, ,144.7000,499.99
09/12/2021,144.0000, ,144.0000,653.08
08/12/2021,139.9000, ,139.9000,1017.80
07/12/2021,140.4000, ,140.4000,1487.25
06/12/2021,134.9000, ,134.9000,1263.90
05/12/2021,138.0000, ,138.0000,1101.84
02/12/2021,139.1000, ,139.1000,1852.90
01/12/2021,149.4000, ,149.4000,1146.11
30/11/2021,150.0000, ,150.0000,4240.28
29/11/2021,145.6000, ,145.6000,1727.64
28/11/2021,151.5000, ,151.5000,427.00
25/11/2021,158.5000, ,158.5000,787.49
24/11/2021,153.9000, ,153.9000,570.92
23/11/2021,156.2000, ,156.2000,336.21
22/11/2021,159.2000, ,159.2000,717.30
21/11/2021,158.7000, ,158.7000,900.82
18/11/2021,155.8000, ,155.8000,1272.43
17/11/2021,158.4000, ,158.4000,2382.96
16/11/2021,172.1000, ,172.1000,1077.58
15/11/2021,178.9000, ,178.9000,1157.68
14/11/2021,178.7000, ,178.7000,1630.37
11/11/2021,173.9000, ,173.9000,471.44
10/11/2021,171.2000, ,171.2000,1341.99
09/11/2021,179.8000, ,179.8000,741.66
08/11/2021,182.2000, ,182.2000,1058.90
07/11/2021,185.2000, ,185.2000,1406.79
04/11/2021,197.7000, ,197.7000,1540.29
03/11/2021,198.1000, ,198.1000,771.83
02/11/2021,202.2000, ,202.2000,429.69
01/11/2021,204.5000, ,204.5000,840.16
31/10/2021,208.4000, ,208.4000,798.24
28/10/2021,207.2000, ,207.2000,958.78
27/10/2021,210.5000, ,210.5000,3031.76
26/10/2021,206.9000, ,206.9000,3184.04
25/10/2021,193.7000, ,193.7000,704.94
24/10/2021,184.6000, ,184.6000,516.13
21/10/2021,184.3000, ,184.3000,394.14
20/10/2021,184.5000, ,184.5000,1565.28
19/10/2021,193.2000, ,193.2000,2741.24
18/10/2021,203.7000, ,203.7000,2556.83
17/10/2021,181.9000, ,181.9000,583.84
14/10/2021,178.2000, ,178.2000,916.23
13/10/2021,173.7000, ,173.7000,582.97
12/10/2021,172.0000, ,172.0000,1061.39
11/10/2021,167.7000, ,167.7000,305.33
10/10/2021,166.1000, ,166.1000,597.34
07/10/2021,167.0000, ,167.0000,364.87
06/10/2021,166.8000, ,166.8000,688.91
05/10/2021,170.3000, ,170.3000,682.86
04/10/2021,168.3000, ,168.3000,542.23
03/10/2021,176.7000, ,176.7000,863.79
30/09/2021,168.3000, ,168.3000,760.50
29/09/2021,172.0000, ,172.0000,1323.33
26/09/2021,178.0000, ,178.0000,2010.63
23/09/2021,191.1000, ,191.1000,897.71
22/09/2021,188.1000, ,188.1000,572.19
19/09/2021,188.5000, ,188.5000,3653.70
14/09/2021,178.4000, ,178.4000,6052.50
13/09/2021,193.9000, ,193.9000,3426.96
12/09/2021,196.0000, ,196.0000,2891.87
09/09/2021,215.3000, ,215.3000,3556.70
05/09/2021,220.8000, ,220.8000,2389.76
02/09/2021,215.0000, ,215.0000,3532.98
01/09/2021,222.3000, ,222.3000,3999.73
31/08/2021,216.1000, ,216.1000,7934.49
30/08/2021,210.4000, ,210.4000,5586.20
29/08/2021,188.7000, ,188.7000,1756.06
26/08/2021,184.0000, ,184.0000,3901.51
25/08/2021,188.8000, ,188.8000,14079.85
24/08/2021,161.0000, ,161.0000,3301.79
23/08/2021,165.0000, ,165.0000,4923.83
22/08/2021,154.1000, ,154.1000,1471.39
19/08/2021,161.4000, ,161.4000,5343.82
18/08/2021,184.4000, ,184.4000,1023.94
17/08/2021,181.2000, ,181.2000,2684.60
16/08/2021,182.4000, ,182.4000,1867.24
15/08/2021,200.6000, ,200.6000,795.33
12/08/2021,201.7000, ,201.7000,4368.75
11/08/2021,199.9000, ,199.9000,5331.38
10/08/2021,226.3000, ,226.3000,1527.92
09/08/2021,218.0000, ,218.0000,2674.35
08/08/2021,207.5000, ,207.5000,2383.07
05/08/2021,206.0000, ,206.0000,2635.62
04/08/2021,205.1000, ,205.1000,3968.50
03/08/2021,219.5000, ,219.5000,1126.36
02/08/2021,232.6000, ,232.6000,847.49
01/08/2021,236.7000, ,236.7000,1596.58
29/07/2021,220.6000, ,220.6000,775.13
28/07/2021,223.4000, ,223.4000,914.72
27/07/2021,221.7000, ,221.7000,2259.50
26/07/2021,241.5000, ,241.5000,1057.16
25/07/2021,249.3000, ,249.3000,1701.79
22/07/2021,243.5000, ,243.5000,4081.51
21/07/2021,245.0000, ,245.0000,3781.99
20/07/2021,247.6000, ,247.6000,2326.76
19/07/2021,250.0000, ,250.0000,4309.68
15/07/2021,280.0000, ,280.0000,3690.25
14/07/2021,294.5000, ,294.5000,1005.46
13/07/2021,291.7000, ,291.7000,2876.62
12/07/2021,303.5000, ,303.5000,1441.49
11/07/2021,307.8000, ,307.8000,2068.97
08/07/2021,292.0000, ,292.0000,8718.10
07/07/2021,315.5000, ,315.5000,1860.41
06/07/2021,325.4000, ,325.4000,1143.57
05/07/2021,328.3000, ,328.3000,971.50
04/07/2021,331.1000, ,331.1000,679.96
01/07/2021,326.2000, ,326.2000,2194.25
30/06/2021,331.6000, ,331.6000,3961.71
29/06/2021,324.2000, ,324.2000,5391.81
28/06/2021,334.7000, ,334.7000,2306.64
27/06/2021,339.3000, ,339.3000,2397.89
24/06/2021,342.7000, ,342.7000,3156.84
23/06/2021,336.4000, ,336.4000,5646.82
22/06/2021,335.6000, ,335.6000,5159.66
21/06/2021,334.0000, ,334.0000,1403.73
20/06/2021,340.5000, ,340.5000,570.16
17/06/2021,344.0000, ,344.0000,3847.22
16/06/2021,355.7000, ,355.7000,6634.04
15/06/2021,358.0000, ,358.0000,1430.49
14/06/2021,365.0000, ,365.0000,5260.11
13/06/2021,367.0000, ,367.0000,2267.40
10/06/2021,375.2000, ,375.2000,11151.00
09/06/2021,383.0000, ,383.0000,6603.92
08/06/2021,369.0000, ,369.0000,10550.48
07/06/2021,356.9000, ,356.9000,3097.01
06/06/2021,359.0000, ,359.0000,5348.12
03/06/2021,357.0000, ,357.0000,2636.18
02/06/2021,365.9000, ,365.9000,5147.56
01/06/2021,362.2000, ,362.2000,6002.96
31/05/2021,371.9000, ,371.9000,7933.56
30/05/2021,361.8000, ,361.8000,2255.01
27/05/2021,351.6000, ,351.6000,7112.02
26/05/2021,344.4000, ,344.4000,5076.29
25/05/2021,357.4000, ,357.4000,10782.13
24/05/2021,339.0000, ,339.0000,8692.59
23/05/2021,340.0000, ,340.0000,9011.54
20/05/2021,342.4000, ,342.4000,8876.51
19/05/2021,326.0000, ,326.0000,11476.07
18/05/2021,302.9000, ,302.9000,7866.64
13/05/2021,301.2000, ,301.2000,3310.95
12/05/2021,298.8000, ,298.8000,3562.94
11/05/2021,294.0000, ,294.0000,6157.71
10/05/2021,317.7000, ,317.7000,2015.97
09/05/2021,334.0000, ,334.0000,1721.24
06/05/2021,330.0000, ,330.0000,4187.12
05/05/2021,344.0000, ,344.0000,9833.07
04/05/2021,321.5000, ,321.5000,2678.62
03/05/2021,328.3000, ,328.3000,4053.53
02/05/2021,342.0000, ,342.0000,3601.66
29/04/2021,339.1000, ,339.1000,5579.79
28/04/2021,354.3000, ,354.3000,4746.15
27/04/2021,354.0000, ,354.0000,8153.08
26/04/2021,350.1000, ,350.1000,6599.02
25/04/2021,369.0000, ,369.0000,4220.20
22/04/2021,382.0000, ,382.0000,6929.04
21/04/2021,359.0000, ,359.0000,7595.04
20/04/2021,358.1000, ,358.1000,7019.26
19/04/2021,342.0000, ,342.0000,4983.19
18/04/2021,372.5000, ,372.5000,3452.71
13/04/2021,370.0000, ,370.0000,3254.58
12/04/2021,385.4000, ,385.4000,3057.00
11/04/2021,387.7000, ,387.7000,3246.52
08/04/2021,379.8000, ,379.8000,6153.23
07/04/2021,410.9000, ,410.9000,1552.76
06/04/2021,421.7000, ,421.7000,2198.82
05/04/2021,415.5000, ,415.5000,2598.03
04/04/2021,428.4000, ,428.4000,1699.13
01/04/2021,415.0000, ,415.0000,1572.95
31/03/2021,396.4000, ,396.4000,1566.90
30/03/2021,387.6000, ,387.6000,1978.12
29/03/2021,401.5000, ,401.5000,1113.90
25/03/2021,391.6000, ,391.6000,1344.04
24/03/2021,410.5000, ,410.5000,5185.55
22/03/2021,424.9000, ,424.9000,2232.87
21/03/2021,422.3000, ,422.3000,2518.53
18/03/2021,409.4000, ,409.4000,5316.83
17/03/2021,398.4000, ,398.4000,5231.32
16/03/2021,415.0000, ,415.0000,5491.70
15/03/2021,435.5000, ,435.5000,3361.86
14/03/2021,459.2000, ,459.2000,1757.50
11/03/2021,461.6000, ,461.6000,3176.30
10/03/2021,445.5000, ,445.5000,4202.34
09/03/2021,464.9000, ,464.9000,2435.35
08/03/2021,445.0000, ,445.0000,4520.78
07/03/2021,480.2000, ,480.2000,1454.53
04/03/2021,470.0000, ,470.0000,3822.68
03/03/2021,486.0000, ,486.0000,3121.87
02/03/2021,504.5000, ,504.5000,3517.98
01/03/2021,484.0000, ,484.0000,3797.60
28/02/2021,456.8000, ,456.8000,4573.67
25/02/2021,477.8000, ,477.8000,1914.05
24/02/2021,492.0000, ,492.0000,5901.48
23/02/2021,485.0000, ,485.0000,4699.58
22/02/2021,519.9000, ,519.9000,6642.01
21/02/2021,532.6000, ,532.6000,1502.76
18/02/2021,518.4000, ,518.4000,2421.29
17/02/2021,520.0000, ,520.0000,7124.05
16/02/2021,525.2000, ,525.2000,7422.63
15/02/2021,543.3000, ,543.3000,4603.84
14/02/2021,536.9000, ,536.9000,1010.88
11/02/2021,549.8000, ,549.8000,5408.92
10/02/2021,537.5000, ,537.5000,5814.22
09/02/2021,571.2000, ,571.2000,6132.03
08/02/2021,568.9000, ,568.9000,14245.45
07/02/2021,561.2000, ,561.2000,9520.59
04/02/2021,501.0000, ,501.0000,5714.38
03/02/2021,508.6000, ,508.6000,5244.25
02/02/2021,501.1000, ,501.1000,4592.00
01/02/2021,508.8000, ,508.8000,9939.23
31/01/2021,502.0000, ,502.0000,5797.12
28/01/2021,527.0000, ,527.0000,7474.20
27/01/2021,538.9000, ,538.9000,9014.11
26/01/2021,555.0000, ,555.0000,9480.25
25/01/2021,526.0000, ,526.0000,12892.36
24/01/2021,560.0000, ,560.0000,5783.84
21/01/2021,605.0000, ,605.0000,4829.87
20/01/2021,608.0000, ,608.0000,8366.60
19/01/2021,561.0000, ,561.0000,7366.65
18/01/2021,596.3000, ,596.3000,5444.33
17/01/2021,600.6000, ,600.6000,6485.18
14/01/2021,643.0000, ,643.0000,5557.01
13/01/2021,670.0000, ,670.0000,10302.04
12/01/2021,601.8000, ,601.8000,8881.25
11/01/2021,644.0000, ,644.0000,9156.83
10/01/2021,608.6000, ,608.6000,5328.88
07/01/2021,568.0000, ,568.0000,5053.04
06/01/2021,538.9000, ,538.9000,5162.49
05/01/2021,526.5000, ,526.5000,3588.61
04/01/2021,538.0000, ,538.0000,9651.48
03/01/2021,506.5000, ,506.5000,7850.95
31/12/2020,425.5000, ,425.5000,1853.38
30/12/2020,416.5000, ,416.5000,1823.32
29/12/2020,415.0000, ,415.0000,4412.36
28/12/2020,414.0000, ,414.0000,5336.21
27/12/2020,379.0000, ,379.0000,2505.61
24/12/2020,350.3000, ,350.3000,1075.80
23/12/2020,348.2000, ,348.2000,3565.82
22/12/2020,330.1000, ,330.1000,1823.67
21/12/2020,321.5000, ,321.5000,3788.69
20/12/2020,348.8000, ,348.8000,2412.52
17/12/2020,341.1000, ,341.1000,1369.16
16/12/2020,333.4000, ,333.4000,2853.58
15/12/2020,329.8000, ,329.8000,4857.71
14/12/2020,352.4000, ,352.4000,3107.39
13/12/2020,356.0000, ,356.0000,1919.49
10/12/2020,374.2000, ,374.2000,4729.41
09/12/2020,372.0000, ,372.0000,5493.52
08/12/2020,333.9000, ,333.9000,5152.44
07/12/2020,320.0000, ,320.0000,4879.91
06/12/2020,284.3000, ,284.3000,1841.56
03/12/2020,276.7000, ,276.7000,956.95
02/12/2020,272.5000, ,272.5000,2393.32
01/12/2020,289.1000, ,289.1000,1245.31
30/11/2020,280.1000, ,280.1000,482.08
29/11/2020,286.5000, ,286.5000,774.60
26/11/2020,274.3000, ,274.3000,1069.79
25/11/2020,260.8000, ,260.8000,1276.62
24/11/2020,275.6000, ,275.6000,915.07
23/11/2020,276.8000, ,276.8000,1315.93
22/11/2020,268.6000, ,268.6000,956.19
19/11/2020,262.0000, ,262.0000,1187.94
18/11/2020,250.0000, ,250.0000,2180.67
17/11/2020,232.3000, ,232.3000,742.72
16/11/2020,245.0000, ,245.0000,1549.48
15/11/2020,242.9000, ,242.9000,586.26
12/11/2020,240.1000, ,240.1000,2219.89
11/11/2020,226.3000, ,226.3000,729.15
10/11/2020,218.6000, ,218.6000,1252.59
09/11/2020,224.9000, ,224.9000,1609.18
08/11/2020,222.0000, ,222.0000,433.91
05/11/2020,229.0000, ,229.0000,851.27
04/11/2020,228.1000, ,228.1000,1491.87
03/11/2020,226.0000, ,226.0000,2205.42
02/11/2020,215.1000, ,215.1000,1208.94
01/11/2020,219.1000, ,219.1000,2456.19
29/10/2020,205.0000, ,205.0000,2287.32
28/10/2020,197.1000, ,197.1000,2488.22
27/10/2020,222.6000, ,222.6000,3255.44
26/10/2020,244.1000, ,244.1000,753.07
25/10/2020,255.8000, ,255.8000,1939.50
22/10/2020,262.7000, ,262.7000,1690.90
21/10/2020,271.5000, ,271.5000,1206.71
20/10/2020,265.3000, ,265.3000,1096.59
19/10/2020,270.0000, ,270.0000,3300.15
18/10/2020,256.9000, ,256.9000,1292.09
15/10/2020,252.7000, ,252.7000,2010.32
14/10/2020,260.4000, ,260.4000,4717.95
13/10/2020,242.9000, ,242.9000,2746.63
12/10/2020,240.8000, ,240.8000,4061.35
11/10/2020,230.6000, ,230.6000,1601.97
08/10/2020,245.0000, ,245.0000,2629.01
07/10/2020,251.4000, ,251.4000,1059.10
06/10/2020,256.5000, ,256.5000,2508.78
05/10/2020,245.0000, ,245.0000,1836.68
04/10/2020,221.2000, ,221.2000,1368.44
01/10/2020,210.9000, ,210.9000,5490.23
30/09/2020,221.2000, ,221.2000,3626.94
29/09/2020,210.0000, ,210.0000,3559.02
24/09/2020,193.8000, ,193.8000,1855.68
23/09/2020,191.8000, ,191.8000,3624.81
22/09/2020,199.4000, ,199.4000,2606.55
21/09/2020,196.1000, ,196.1000,2210.49
17/09/2020,195.3000, ,195.3000,5698.37
16/09/2020,192.0000, ,192.0000,3786.95
15/09/2020,181.0000, ,181.0000,4551.63
14/09/2020,168.5000, ,168.5000,1607.95
13/09/2020,154.2000, ,154.2000,1221.57
10/09/2020,161.5000, ,161.5000,1193.29
09/09/2020,168.6000, ,168.6000,1702.02
08/09/2020,165.6000, ,165.6000,3981.90
07/09/2020,175.0000, ,175.0000,5548.03
06/09/2020,150.0000, ,150.0000,935.43
03/09/2020,151.8000, ,151.8000,3821.95
02/09/2020,150.7000, ,150.7000,3947.84
01/09/2020,134.5000, ,134.5000,734.39
31/08/2020,126.0000, ,126.0000,194.70
30/08/2020,125.9000, ,125.9000,75.81
27/08/2020,123.0000, ,123.0000,423.39
26/08/2020,118.9000, ,118.9000,426.09
25/08/2020,114.6000, ,114.6000,137.46
24/08/2020,115.9000, ,115.9000,155.97
23/08/2020,111.4000, ,111.4000,90.50
20/08/2020,113.8000, ,113.8000,80.35
19/08/2020,118.4000, ,118.4000,328.04
18/08/2020,117.9000, ,117.9000,63.66
17/08/2020,117.7000, ,117.7000,142.97
16/08/2020,115.3000, ,115.3000,191.04
13/08/2020,111.4000, ,111.4000,318.49
12/08/2020,115.1000, ,115.1000,353.33
11/08/2020,123.0000, ,123.0000,3808.32
10/08/2020,117.3000, ,117.3000,1080.63
09/08/2020,129.0000, ,129.0000,1505.38
06/08/2020,117.4000, ,117.4000,777.65
05/08/2020,109.0000, ,109.0000,207.00
04/08/2020,107.2000, ,107.2000,132.94
03/08/2020,108.4000, ,108.4000,177.12
02/08/2020,112.9000, ,112.9000,190.30
29/07/2020,108.2000, ,108.2000,69.47
28/07/2020,108.7000, ,108.7000,125.34
27/07/2020,108.6000, ,108.6000,93.38
26/07/2020,104.8000, ,104.8000,59.41
23/07/2020,107.0000, ,107.0000,38.48
22/07/2020,108.9000, ,108.9000,69.59
21/07/2020,108.3000, ,108.3000,191.66
20/07/2020,107.2000, ,107.2000,206.81
19/07/2020,105.6000, ,105.6000,32.41
16/07/2020,105.0000, ,105.0000,147.24
15/07/2020,108.6000, ,108.6000,201.57
14/07/2020,105.8000, ,105.8000,302.00
13/07/2020,110.3000, ,110.3000,1145.58
12/07/2020,104.0000, ,104.0000,143.15
09/07/2020,104.8000, ,104.8000,264.15
08/07/2020,102.3000, ,102.3000,124.84
07/07/2020,104.5000, ,104.5000,229.15
06/07/2020,109.0000, ,109.0000,263.34
05/07/2020,110.8000, ,110.8000,200.67
02/07/2020,121.0000, ,121.0000,250.11
01/07/2020,120.3000, ,120.3000,1129.90
30/06/2020,114.5000, ,114.5000,352.62
